airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.08,9,12348
Air_India,AI-685,Mumbai,Early_Morning,one,Night,Bangalore,Economy,17.42,9,12348
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.67,9,12978
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8,9,13267
Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.5,9,13766
Air_India,AI-685,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.83,9,13766
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Bangalore,Economy,26.33,9,14028
Indigo,6E-711,Mumbai,Afternoon,one,Night,Bangalore,Economy,6,9,14081
SpiceJet,SG-488,Mumbai,Morning,one,Morning,Bangalore,Economy,21.42,9,14553
AirAsia,I5-620,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,16.17,9,14690
Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.58,9,15813
Indigo,6.00E-179,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.5,9,15761
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,17.33,9,16137
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,26.67,9,16137
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,28.83,9,16137
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,29.83,9,16137
Indigo,6.00E-179,Mumbai,Morning,one,Night,Bangalore,Economy,8.58,9,16076
Air_India,AI-669,Mumbai,Morning,one,Morning,Bangalore,Economy,20.92,9,16446
Air_India,AI-669,Mumbai,Morning,one,Late_Night,Bangalore,Economy,36.17,9,16446
Indigo,6.00E-179,Mumbai,Morning,one,Evening,Bangalore,Economy,5.42,9,16706
Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Economy,26.17,9,17283
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,9,17746
Vistara,UK-651,Mumbai,Evening,one,Night,Bangalore,Economy,28.33,9,17786
Vistara,UK-827,Mumbai,Night,two_or_more,Night,Bangalore,Economy,26.33,9,17943
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.25,9,17860
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.25,9,19077
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Bangalore,Economy,12.08,9,19077
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,13.67,9,19077
AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.42,9,22428
Air_India,AI-611,Mumbai,Morning,one,Afternoon,Bangalore,Economy,25.67,9,34188
Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,10,5103
Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.83,10,5103
Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.75,10,5208
Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,10,5208
Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,10,5208
Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Economy,1.83,10,5418
GO_FIRST,G8-317,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.58,10,5102
Indigo,6E-5316,Mumbai,Late_Night,zero,Late_Night,Bangalore,Economy,1.58,10,5103
Indigo,6E-5338,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.58,10,5103
Indigo,6E-5366,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.83,10,5103
AirAsia,I5-1569,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,10,5104
Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,10,5103
AirAsia,I5-423,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,9.5,10,5101
AirAsia,I5-330,Mumbai,Night,one,Morning,Bangalore,Economy,11.75,10,5101
AirAsia,I5-330,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,10,5101
GO_FIRST,G8-365,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.67,10,5102
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,10,5102
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8,10,5102
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,10,5102
GO_FIRST,G8-319,Mumbai,Morning,one,Night,Bangalore,Economy,11.5,10,5102
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.42,10,5102
GO_FIRST,G8-336,Mumbai,Evening,one,Early_Morning,Bangalore,Economy,14.5,10,5102
GO_FIRST,G8-339,Mumbai,Evening,one,Morning,Bangalore,Economy,14.67,10,5102
GO_FIRST,G8-520,Mumbai,Night,one,Morning,Bangalore,Economy,14.83,10,5102
GO_FIRST,G8-329,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.42,10,5102
Indigo,6E-6818,Mumbai,Evening,one,Night,Bangalore,Economy,4.08,10,5103
Indigo,6E-5209,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.33,10,5103
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.25,10,5103
Indigo,6.00E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,10,5103
Indigo,6E-5208,Mumbai,Evening,one,Night,Bangalore,Economy,5.67,10,5103
Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,6.5,10,5103
Indigo,6E-5393,Mumbai,Morning,one,Night,Bangalore,Economy,8.83,10,5103
AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,10,5205
SpiceJet,SG-475,Mumbai,Night,one,Morning,Bangalore,Economy,9.25,10,5208
Indigo,6E-6051,Mumbai,Evening,one,Night,Bangalore,Economy,3.75,10,5560
Indigo,6E-6258,Mumbai,Morning,one,Evening,Bangalore,Economy,6.42,10,5560
GO_FIRST,G8-383,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.58,10,5680
Indigo,6E-6109,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,10,5838
Indigo,6E-5317,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.08,10,6017
Indigo,6.00E-236,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,10,6258
Indigo,6E-5307,Mumbai,Morning,one,Afternoon,Bangalore,Economy,5.17,10,6473
Indigo,6E-5307,Mumbai,Morning,one,Evening,Bangalore,Economy,7.08,10,6473
Indigo,6E-6463,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.58,10,6783
Indigo,6.00E-219,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.75,10,6783
Indigo,6E-5391,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,10,6783
Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,10,6930
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.83,10,6930
Indigo,6E-5209,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,7.08,10,6930
Indigo,6E-354,Mumbai,Afternoon,one,Night,Bangalore,Economy,8,10,6930
Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,8.83,10,6930
AirAsia,I5-471,Mumbai,Night,one,Morning,Bangalore,Economy,9.08,10,7192
Indigo,6E-5375,Mumbai,Evening,one,Night,Bangalore,Economy,5.58,10,7387
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.75,10,7387
Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,7.75,10,7387
Vistara,UK-877,Mumbai,Morning,one,Evening,Bangalore,Economy,8.75,10,8148
Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,13.17,10,8148
Vistara,UK-875,Mumbai,Evening,one,Morning,Bangalore,Economy,13.5,10,8148
Vistara,UK-877,Mumbai,Morning,one,Morning,Bangalore,Economy,22.08,10,8148
Vistara,UK-875,Mumbai,Evening,one,Evening,Bangalore,Economy,24.17,10,8148
Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,26.5,10,8148
Indigo,6E-5308,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.75,10,7844
Indigo,6E-331,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,10,7938
Air_India,AI-619,Mumbai,Night,one,Morning,Bangalore,Economy,14.5,10,8148
Air_India,AI-619,Mumbai,Night,one,Afternoon,Bangalore,Economy,18.67,10,8148
Air_India,AI-619,Mumbai,Night,one,Night,Bangalore,Economy,26,10,8148
Indigo,6E-5332,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,6.92,10,8300
Indigo,6E-5332,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8.42,10,8300
GO_FIRST,G8-575,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,10.25,10,8359
Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,Economy,25.5,10,8463
Air_India,AI-681,Mumbai,Evening,one,Evening,Bangalore,Economy,24.75,10,8621
SpiceJet,SG-455,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.5,10,8673
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6,10,8757
Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,8,10,8757
Vistara,UK-861,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,9.5,10,9356
Air_India,AI-687,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.17,10,9201
Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.58,10,9201
Air_India,AI-867,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,10,9201
Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,10,9201
Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,Economy,14.17,10,9201
Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Economy,14.92,10,9201
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,10,9201
Air_India,AI-806,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,16.17,10,9201
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,10,9201
Air_India,AI-864,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.17,10,9201
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.33,10,9201
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Economy,17.5,10,9201
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Economy,18.5,10,9201
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Economy,18.75,10,9201
Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Bangalore,Economy,20.5,10,9201
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Bangalore,Economy,20.92,10,9201
Air_India,AI-888,Mumbai,Evening,one,Evening,Bangalore,Economy,21.25,10,9201
Air_India,AI-660,Mumbai,Evening,one,Evening,Bangalore,Economy,22.25,10,9201
Air_India,AI-867,Mumbai,Night,one,Night,Bangalore,Economy,22.58,10,9201
Air_India,AI-809,Mumbai,Morning,one,Morning,Bangalore,Economy,22.92,10,9201
Air_India,AI-687,Mumbai,Afternoon,one,Evening,Bangalore,Economy,24.25,10,9201
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Bangalore,Economy,24.67,10,9201
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,24.92,10,9201
GO_FIRST,G8-2440,Mumbai,Morning,one,Afternoon,Bangalore,Economy,6.17,10,9829
GO_FIRST,G8-364,Mumbai,Evening,one,Morning,Bangalore,Economy,14.75,10,10011
GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,10,10353
SpiceJet,SG-488,Mumbai,Morning,one,Morning,Bangalore,Economy,21.42,10,10669
Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,10,11129
Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,9.92,10,11129
Vistara,UK-950,Mumbai,Night,one,Morning,Bangalore,Economy,10.75,10,11129
Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,Economy,11.42,10,11129
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,11.75,10,11129
Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,12.08,10,11129
Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Economy,12.92,10,11129
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,12.92,10,11129
Vistara,UK-950,Mumbai,Night,one,Morning,Bangalore,Economy,12.92,10,11129
Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,13.08,10,11129
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,10,11129
Vistara,UK-950,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,10,11129
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,10,11129
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,14.92,10,11129
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,10,11129
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,10,11129
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.83,10,11129
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,10,11129
Air_India,AI-685,Mumbai,Early_Morning,one,Night,Bangalore,Economy,17.42,10,10826
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,10.25,10,11307
Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,Economy,10.75,10,11307
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,10.92,10,11307
Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Economy,12.25,10,11307
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,13.92,10,11307
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.17,10,11307
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,10,11307
Indigo,6E-5202,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8.08,10,11036
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,11.75,10,11469
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,12.25,10,11469
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.75,10,11469
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.25,10,11469
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.75,10,11469
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.25,10,11469
Air_India,AI-867,Mumbai,Night,one,Morning,Bangalore,Economy,14.17,10,11617
Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,16.67,10,11617
Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.08,10,12086
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,14.17,10,12468
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,16.33,10,12468
GO_FIRST,G8-244,Mumbai,Evening,one,Night,Bangalore,Economy,5.5,10,12217
GO_FIRST,G8-364,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,10,12531
AirAsia,I5-620,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,16.17,10,12716
Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.58,10,13083
Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,10,13182
Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.58,10,13182
GO_FIRST,G8-322,Mumbai,Night,one,Afternoon,Bangalore,Economy,17.92,10,12847
Indigo,6.00E-179,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.5,10,13136
Indigo,6E-711,Mumbai,Afternoon,one,Night,Bangalore,Economy,6,10,13136
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,6.58,10,14074
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,10.5,10,14074
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.33,10,14074
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,11.67,10,14074
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.33,10,14074
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,12.92,10,14074
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.92,10,14074
Air_India,AI-774,Mumbai,Night,one,Night,Bangalore,Economy,23.92,10,13818
Indigo,6.00E-179,Mumbai,Morning,one,Evening,Bangalore,Economy,5.42,10,13976
Indigo,6.00E-179,Mumbai,Morning,one,Night,Bangalore,Economy,8.58,10,14396
Air_India,AI-611,Mumbai,Morning,one,Afternoon,Bangalore,Economy,25.67,10,14868
Air_India,AI-637,Mumbai,Evening,two_or_more,Morning,Bangalore,Economy,14.33,10,15512
Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Bangalore,Economy,17.92,10,15512
Air_India,AI-637,Mumbai,Evening,two_or_more,Evening,Bangalore,Economy,21.67,10,15512
Air_India,AI-625,Mumbai,Morning,two_or_more,Late_Night,Bangalore,Economy,16.08,10,15606
Air_India,AI-669,Mumbai,Morning,two_or_more,Morning,Bangalore,Economy,20.92,10,15606
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,17.83,10,16137
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,27.17,10,16137
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,29.33,10,16137
Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Economy,26.17,10,16233
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Evening,Bangalore,Economy,12.75,10,17598
GO_FIRST,G8-511,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,10,17913
Air_India,AI-809,Mumbai,Morning,one,Evening,Bangalore,Economy,6.25,10,20433
AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.42,10,24318
Air_India,AI-625,Mumbai,Morning,two_or_more,Evening,Bangalore,Economy,11.75,10,26733
AirAsia,I5-336,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,11,5104
AirAsia,I5-1569,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,11,5104
Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,11,5103
Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.75,11,5103
Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,11,5103
Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,11,5103
Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.83,11,5103
Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.83,11,5103
Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Economy,1.83,11,5208
GO_FIRST,G8-383,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.58,11,5102
GO_FIRST,G8-7545,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,11,5102
GO_FIRST,G8-7546,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.67,11,5102
GO_FIRST,G8-398,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,11,5102
GO_FIRST,G8-325,Mumbai,Night,zero,Late_Night,Bangalore,Economy,1.75,11,5102
Indigo,6E-5316,Mumbai,Late_Night,zero,Late_Night,Bangalore,Economy,1.58,11,5103
Indigo,6.00E-236,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,11,5103
Indigo,6E-331,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,11,5103
Indigo,6E-5236,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.83,11,5103
Indigo,6E-5366,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.83,11,5103
AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,11,5104
Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,11,5103
Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,11,5103
AirAsia,I5-423,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.5,11,5101
AirAsia,I5-471,Mumbai,Night,one,Morning,Bangalore,Economy,9.08,11,5101
AirAsia,I5-423,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,9.5,11,5101
AirAsia,I5-330,Mumbai,Night,one,Morning,Bangalore,Economy,11.75,11,5101
AirAsia,I5-330,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,11,5101
GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,11,5102
GO_FIRST,G8-364,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,11,5102
GO_FIRST,G8-365,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.67,11,5102
GO_FIRST,G8-244,Mumbai,Evening,one,Night,Bangalore,Economy,5.5,11,5102
GO_FIRST,G8-511,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,6.83,11,5102
GO_FIRST,G8-7537,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,11,5102
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,11,5102
GO_FIRST,G8-2601,Mumbai,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,7.92,11,5102
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,11,5102
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8,11,5102
GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.92,11,5102
GO_FIRST,G8-2508,Mumbai,Night,one,Morning,Bangalore,Economy,8.92,11,5102
